"album","total_views"
"Norman Fucking Rockwell!","130238311"
"LUME","129939038"
"Rio (Collector's Edition)","129877895"
"Raanjhanaa (Original Motion Picture Soundtrack)","129711923"
"Tchuco Nela","129648370"
"En El Idioma Del Amor","129581232"
"Play & Play: B Sides","129438241"
"Urban Hymns (Deluxe / Remastered 2016)","129382613"
"Grandes Sucessos","129364514"
"Fim de Semana no Rio","129336519"
"Honky Chateau","129299713"
"Capitao Tchaka","129272195"
"TchakaFunk, Pt. 1","129272195"
"Confessions of a Dangerous Mind","129198461"
"Blake Shelton","129178231"
"Quer Voar","129175185"
"Kohinoor","129018353"
"The Greatest Showman (Original Motion Picture Soundtrack)","128945431"
"Graceland (25th Anniversary Deluxe Edition)","128865221"
"Llorar y Llorar (con Carin Leon)","128763427"
"Enamorado De Un Fantasma","128749924"
"Paraiso Express","128729469"
"Que Sea","128609653"
"Dangerous and Moving","128504289"
"G I R L","128396799"
"Tasty","128364716"
"Ojos En Blanco","128296672"
"Boss Party (From ""Waltair Veerayya"")","128236384"
"A7","128230886"
"Ojos Marrones","128110842"
"Lowrider","128106438"
"Solo Para Fanáticos","128091494"
"Tem Cabaré Essa Noite","128063185"
"The End Is Where We Begin","127827466"
"If We Fall in Love Tonight","127751492"
"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","127721256"
"Fleur froide (Donum Novae)","127624216"
"Supne","127612197"
"Dear Zindagi (Original Motion Picture Soundtrack)","127400358"
"CHECKMATE","127399498"
"Forever for Now (Deluxe Edition)","127307105"
"Bulletproof","127206277"
"El Brillo De Mis Ojos (Edición Especial)","127177142"
"CITIZENS","127075249"
"Kailasa","127071020"
"Don Don","127066655"
"Dark Horse","127021211"
"Kedarnath","126998521"
"Buen Viaje","126960947"
"Nos Comemos (feat. Ozuna)","126957380"
"Romances","126818451"
"Borrachera Con Los Honorables (Live)","126808486"
"After Laughter","126807047"
"Monumento (Remix)","126776956"
"It’s My Birthday","126711521"
"Never Say Never","126683277"
"Mil Gracias Por Existir","126616461"
"Permitame","126596904"
"Sob Rock","126558305"
"Honkytonk University","126505822"
"Double Fantasy: Stripped Down","126500580"
"Radhe Shyam","126484428"
"Do Raaste (Original Motion Picture Soundtrack)","126397301"
"Hello Fear","126381978"
"American V: A Hundred Highways","126356777"
"Todo Va a Estar Bien","126312914"
"Fanática Sensual","126126076"
"In A Time Lapse","125983946"
"Again (feat. XXXTENTACION)","125866399"
"Perfect Strangers","125844526"
"Save The World","125777153"
"All This Bad Blood","125496285"
"No Jacket Required (2016 Remaster)","125405087"
"Lost & Found","125389160"
"Based On A T.R.U. Story (Deluxe)","125362113"
"The Breaker","125358675"
"Whitesnake (2018 Remaster)","125327489"
"Dance With My Father","125010564"
"Perreología","124982984"
"Threat to Survival","124930035"
"Biwi No. 1 (Original Motion Picture Soundtrack)","124906144"
"Intense","124879737"
"The Papercut Chronicles","124849303"
"Guru (Original Motion Picture Soundtrack)","124691633"
"Gece Gündüz","124634298"
"Cosmo's Factory","124487452"
"El Fenómeno","124444835"
"Die 30 besten Faschings- und Karnevalslieder","124418832"
"Toni Braxton","124370862"
"Genesis","124171925"
"Home","124170424"
"Born to Do It","124028912"
"Tracy Chapman","123890346"
"Dance And Dense Denso","123828630"
"Full Speed","123810174"
"Balas Perdidas (Edición Especial)","123782385"
"Live - American Outlaws","123721543"
"SAVAGE MODE II","123676911"
"Para La Eternidad","123644050"
"Where the Light Is: John Mayer Live In Los Angeles","123586164"
"this is what ____ feels like (Vol. 1-4)","123577933"
"AMG","123498694"
"Dirt Bag","123362443"
"Listen Without Prejudice (Remastered)","123302387"
"Los Sonidos De Su Espíritu","123247899"
"A New Flame (Expanded Version)","123203363"
"Grand Champ","123161524"
"Brilliant Melodist Pritam","123101481"
"Desnudarte","123059969"
"Hasta La Eternidad (Clásicos Digitalizados)","123048462"
"A?k Tesadüfleri Sever (Mucize ve Bulu?ma)","123004194"
"Raça Negra e Amigos II (Ao Vivo)","122907405"
"Expresion","122899582"
"Saydam Odalar","122852923"
"The Sufferer & The Witness","122809639"
"La Leyenda De La Mancha","122758496"
"The Warrior's Code","122707056"
"Stadtaffe","122465986"
"LA NENA DE ARGENTINA","122378222"
"Energy (Stay Far Away)","122366852"
"Donde Hay Música (Spanish Version)","122256577"
"Dove c'è musica","122256577"
"Come Away With Me (Super Deluxe Edition)","122223405"
"Leonardo 30 Anos (Ao Vivo)","122138945"
"Kabhii Tumhhe (From ""Shershaah"")","122122713"
"Willy And The Poor Boys (Expanded Edition)","122096344"
"13 Reasons Why (Season 3)","121967027"
"Ya No Vives en Mí (Versión Pop) (feat. Carlos Rivera)","121914860"
"No Boys Allowed","121840892"
"Definitely Maybe (Deluxe Edition Remastered)","121676525"
"Lalala (Ilkan Gunuc Remix)","121649316"
"Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack)","121645319"
"Vicente Fernández","121626588"
"Role Model","121563483"
"Freddy Krueger (feat. Tee Grizzley)","121562813"
"Hit Different","121559320"
"Desde el Fin del Mundo","121492093"
"Poetics","121478319"
"Bailando","121416658"
"Cheia de Manias","121336425"
"Por la boca vive el pez","121315076"
"Morning View","121308895"
"A Un Paso De La Luna (Remix)","121304681"
"Numanice Lud Session - Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano (Ao vivo)","121269597"
"Montgomery Ricky","121222351"
"Trap Or Die 3","121158801"
"Go","121135403"
"Sheila On 7","121115951"
"Duets: The Final Chapter","121052803"
"Direct Hits","121033338"
"Liberate (Remixes)","120946095"
"Paradise Again","120928254"
"See You On the Other Side","120889818"
"The Singles Collection","120811198"
"Per Vachaalum Vaikkaama (From ""Dikkiloona"")","120799032"
"Breakthrough (Deluxe Edition)","120797452"
"Pray 4 Love","120743004"
"Dejando Huellas","120723712"
"El Gavilán","120710458"
"Un Sueño","120699142"
"Run Devil Run - The 2nd Album Repackage","120570014"
"OPUS","120539159"
"Avenue de St Antoine","120523452"
"Raise Vibration","120496460"
"En Total Plenitud","120458225"
"The Ecleftic -2 Sides II A Book","120452714"
"Brigade","120434812"
"Magical Monsoon With Vishal Mishra","120206735"
"Te Presumo","120158160"
"Funk Wav Bounces Vol. 2","120150820"
"Money","120147973"
"Be the Cowboy","120060523"
"Good News For People Who Love Bad News","120023173"
"Ad?m? Kalbine Yaz","119923143"
"Pretty Girl (Cheat Codes X CADE Remix)","119895428"
"Utopia 2","119850587"
"Murder In My Mind","119844595"
"A Gangsta’s Pain","119462825"
"Purgatory","119399593"
"Getting Away With Murder","119353178"
"Dear Agony","119330576"
"Call Me Irresponsible","119290616"
"Home Alone 2","119263951"
"Así de Enamorados","119145178"
"ATTENTION ATTENTION","119107982"
"Miedito o Qué? (feat. KAROL G)","119103220"
"Are You Experienced","119039984"
"Meet Me At Our Spot (Live)","119010418"
"THE ANXIETY","119010418"
"The Greatest Show","118976324"
"Chixtape 5","118906576"
"Wonder","118898186"
"Misturadin (Ao Vivo)","118854874"
"Take You Dancing","118811175"
"No Es Por Acá","118597521"
"Salvaje Y Tierno","118577024"
"Fuck The World","118565104"
"Me Muero de Amor (En Vivo)","118400564"
"What A Man Gotta Do","118361100"
"Demphra","118310357"
"Lagaan (Original Motion Picture Soundtrack)","118198528"
"Vamos Para Arriba","118122042"
"All About Love: Yuvanshankar Raja","118083153"
"Ambition","118034857"
"Alone","117961418"
"There Is a Cloud","117954179"
"Nirvana","117930221"
"Dark Passion Play","117928463"
"First Love","117834886"
"Directo Al Corazón","117776532"
"Reyli En La Luna","117749872"
"S.A.D","117609540"
"Unwritten","117503608"
"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2","117459097"
"Talking Heads '77 (Deluxe Version)","117155247"
"Melodie","117148196"
"Can't Get Enough","117144619"
"528 Hz Meditation Music","117117769"
"The Lion King: The Gift","117098839"
"MTV Unplugged: Con El Alma Desnuda","117077237"
"Green River (Expanded Edition)","117065215"
"Smash","117060179"
"Na' Personal","116878830"
"Wake Up Sid (Original Motion Picture Soundtrack)","116861404"
"Queendom - The 6th Mini Album","116833495"
"I Used To Know Her","116708706"
"Malibu Nights","116680667"
"Holy Wood","116632286"
"MMG Presents: Self Made, Vol. 1","116573585"
"Let It Bleed","116570935"
"TREASURE EP.FIN: All To Action","116429615"
"Saints & Sinners","116396795"
"Wasting Light","116365141"
"Roy","116318324"
"Thunder","116227971"
"NewJeans 1st EP 'New Jeans'","116146443"
"Face To Face","116142956"
"Coming Home (Deluxe)","115773479"
"The Number of the Beast (2015 - Remaster)","115738017"
"Ella Fuma","115619778"
"Me & My Brother","115579996"
"Giro dos Artistas","115550510"
"Exitos","115543124"
"Kauai","115518974"
"Hecho En México","115255907"
"Episode","115141408"
"Wasa Wasa","115121545"
"Would I Lie to You","114848881"
"La Triple T","114752387"
"Suga","114732200"
"Girl Power Tracks","114726796"
"En la vida conocí mujer igual a la Flaca: Colección Definitiva","114601927"
"Sick Boy","114508024"
"Jack In The Box","114496207"
"Baby Sleep: Ocean Sounds","114472948"
"SEJODIOTO","114391202"
"Own The Night","114374539"
"Flaca","114372682"
"Siamese Dream (Deluxe Edition)","114246892"
"Bleed American","114133111"
"Mitti Di Khushboo","114107511"
"I Got No Time","114041433"
"Tragedias de Mi Pueblo (Con Banda)","113999765"
"Kamikaze","113907463"
"Ananda","113871220"
"Troubadour","113749220"
"Port Of Miami","113334869"
"The Divine Feminine","113327635"
"Psycho, Pt. 2","113253500"
"FRANCHISE (feat. Young Thug & M.I.A.)","113221678"
"Puro Corazón","113086114"
"Sigo Siendo Yo","112958999"
"Mundo Lite","112939798"
"¿Quién Contra Nosotros?","112876687"
"Sing When You're Winning","112842734"
"Unplugged (Live)","112651672"
"Come Over When You're Sober, Pt. 2","112612498"
"Luca Brasi 2: Gangsta Grillz","112591398"
"Drama Queen (Deluxe Version)","112585324"
"CARNIVAL VOL. II...Memoirs of an Immigrant","112497820"
"Juan Gabriel","112267602"
"The Blueprint 3","112233563"
"KHEA: Bzrp Music Sessions, Vol. 34","112176957"
"Based on a True Story... (Deluxe Edition)","112158389"
"Pop Brasil das Antigas","112130970"
"TIM","112114433"
"Boneless (Remixes)","112078784"
"Party We Will Throw Now! - Single","112059754"
"Navegando","111987421"
"Godsmack","111948893"
"Ao Vivo Em São Paulo","111802043"
"I burn","111794700"
"One (Your Name)","111705475"
"Homesick","111657256"
"Love&Letter repackage album","111463486"
"Soy Así","111358468"
"Que Seas Muy Feliz","111327439"
"@dannocean","111186489"
"Bobby Tarantino II","111178884"
"Green With Envy","111170845"
"Trap Lord","111159477"
"Slowhand 35th Anniversary (Super Deluxe)","111065705"
"Saturno","111062554"
"El Movimiento: The Mixtape","111049450"
"Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix]","110991974"
"Greatest Songs for Guilty Pleasures","110757867"
"Antonio Aguilar Con Tambora, Vol. 2","110698884"
"El Paso Gigante","110668761"
"So (25th Anniversary Deluxe Edition)","110420628"
"X","110336793"
"…Que viva el vallenato!","110292869"
"Feel Something","110229232"
"Satisfaction (Benny Benassi Presents The Biz)","110167764"
"Satisfaction","110167764"
"Corazón","110086214"
"Mi Gente (feat. Beyoncé)","110043669"
"¿A Dónde Vamos?","109927422"
"Si Fuera Fácil","109912721"
"Chapter One","109803512"
"Andhadhun","109443713"
"Ultimate Worship: Hillsong (Live)","109390705"
"David Bowie (aka Space Oddity) [2015 Remaster]","109314906"
"Hello Future - The 1st Album Repackage","109275798"
"Kids in Love","109259730"
"Kül","109221003"
"#Somosmaneva","109200208"
"We Broke The Rules","109132305"
"Popular Monster","109114628"
"Sheezus","109064863"
"Hey World","109059804"
"Malandramente","109004269"
"Don","108990269"
"In My Defense","108931156"
"Like a Virgin (Reissue)","108916780"
"Rayando El Sol (feat. Pablo Alborán)","108875949"
"Mr. Misunderstood","108688645"
"El Borracho","108537146"
"Dhokebaaz","108378815"
"No Me Pidas Perdón","108167555"
"Endgame","108120846"
"El Hubiera No Existe","108013929"
"Love Dose: Benny Dayal","107978552"
"Buteco Goiânia (Ao Vivo)","107978273"
"112","107964111"
"High Expectations","107863211"
"MAWZ","107808169"
"SEVENTEEN 4th Album Repackage 'SECTOR 17'","107582402"
"Garage, Inc.","107553434"
"Conexión","107395559"
"Hollywood","107387725"
"Asondeguerra","107367397"
"My Thoughts","107256663"
"What More","107256663"
"Don't You Know - Single","107256536"
"Dancin (feat. Luvli) [Krono Remix]","107256536"
"Best Of Moody Recordings, Vol. 1","107256536"
"Dancin (feat. Luvli) [BOXINBOX Remix]","107256536"
"Ibiza 2019","107256536"
"The Golden Age Of Grotesque","107251540"
"7220","107227719"
"Diana Ross Presents The Jackson 5","107147487"
"Rumours (Super Deluxe)","107112948"
"Playero 40 New Era","107079777"
"Sinônimos / Pense Em Mim / É o Amor","107013435"
"MTV Unplugged","106960776"
"Kgf Chapter 1","106954681"
"Meet The Orphans","106831664"
"Around the Fur","106796274"
"Estopa","106755896"
"The Last Rocket","106678618"
"Travelling Without Moving (Remastered)","106651329"
"Vuelve","106591895"
"Scars & Souvenirs (Special Edition)","106551401"
"Melophobia","106422180"
"INVU - The 3rd Album","106373292"
"El Sexto Sentido (Re+Loaded)","106086817"
"Zukunft 1 & 2","106071327"
"CHESHIRE","106070203"
"Gundellonaa (From ""Ori Devuda"") - Single","106016087"
"Led Zeppelin III (Remaster)","105954374"
"Miss E... So Addictive","105854528"
"Be Honest (feat. Burna Boy)","105774523"
"30 Mejores: Binomio de Oro de América","105761909"
"Hello","105623204"
"Snap Yo Fingers - Single","105596446"
"Let There Be Light (Deluxe)","105588447"
"Brothers","105573446"
"Kiddo","105473489"
"Ricardo Montaner Volumen 2","105408793"
"While We Wait","105377350"
"Cooler Than Me EP","105366278"
"Yeezus","105206228"
"Invéntame","105183741"
"Bocelli (Remastered)","105145439"
"Take The Crown (Deluxe Edition)","105107732"
"Pra Ver O Sol Brilhar","105092806"
"Dirty Computer","105031127"
"ALWAYS STRIVE AND PROSPER","104920979"
"Forget The World (Deluxe)","104876340"
"Karma","104850022"
"Pocketful Of Sunshine","104737452"
"Rush (Music from the Motion Picture Soundtrack)","104623149"
"The Dock of the Bay (Mono)","104559525"
"Raro","104542622"
"Three Imaginary Boys (Deluxe Edition)","104414414"
"O Cara Certo","104125221"
"El Circo","103932951"
"Jesus Piece (Deluxe)","103807127"
"Lo Más Escuchado De","103776876"
"Lovers Rock","103742625"
"Once","103736366"
"Magazines Or Novels","103721712"
"Un Millón Como Tú","103593556"
"Wishes (Deluxe Version)","103564142"
"Bon Iver (10th Anniversary Edition)","103456549"
"La Negra Tiene Tumbao","103428021"
"Naah Goriye (From ""Bala"")","103366615"
"10 De Coleccion","103255932"
"Exile on Mainstream","103130913"
"love nwantiti (feat. ElGrande Toto) [North African Remix]","103013422"
"This Is Not A Test","102992220"
"Something Special","102948585"
"Light Of Worlds","102948585"
"Emergency (Reissue)","102948585"
"Celebrate!","102948585"
"Tiger Zinda Hai","102922708"
"Si No Te Tengo / Ángel / Aquello Que Pasó","102897148"
"Bajo El Signo De Caín","102891611"
"The Crimson Wing: Mystery of the Flamingos (Original Soundtrack)","102801550"
"crybaby","102730808"
"Glee LGBTQIA+ Pride","102646166"
"Tango In the Night (Deluxe Edition)","102540920"
"Descanso Dominical (Bonus Tracks Edition)","102515320"
"Tu Tava Na Revoada (Ao Vivo)","102482739"
"Sen A?lama","102482194"
"PARTYNEXTDOOR 3 (P3)","102478910"
"P*$$Y Fairy (OTW)","102465566"
"SEVENTEEN 9th Mini Album 'Attacca'","102300016"
"Bad Decisions (with BTS & Snoop Dogg)","102296526"
"People (Live)","102178424"
"Ven Bailalo (Reggaeton Mix)","102117358"
"Suron Ki Mallika - Asha Bhosle","102092330"
"VASCONONSTOP","102078270"
"I Can't Fix You","101925325"
"Stairway to Heaven (Live At The Kennedy Center Honors)","101897816"
"All That We Needed","101832332"
"Ma Fleur","101780376"
"Celebrity","101705449"
"The Element Of Freedom","101695845"
"Politics of Living","101677022"
"Perfeito Pra Ficar Sozinho (Ao Vivo)","101616410"
"Mujhe Peene Do","101611985"
"Tomorrow","101601592"
"HOTEL LOBBY (Unc & Phew) - A COLORS SHOW","101556055"
"Alta Jerarquia (El Patrón)","101545126"
"No Other Name (Deluxe Edition/Live)","101515677"
"All Things Work Together","101513492"
"Transformando La Cumbia","101485572"
"Premam","101358324"
"My Best Collection - Udit Narayan","101343876"
"Capo Dei Capi Vol. II & III","101314258"
"Ice On The Dune","101306823"
"TrapStar Turnt PopStar","101300234"
"Con La Fuerza Del Destino","101080350"
"Terral","101007835"
"Dónde Estás","100999934"
"OCEAN","100909303"
"El Que Busca Encuentra","100844975"
"Naive","100760388"
"Ronan","100699195"
"Hall Of Fame (Deluxe)","100665935"
"Ipséité","100642956"
"LA ISLA LP","100630288"
"Escapism. (Sped Up)","100593528"
"Wish","100565466"
"Ved (Original Motion Picture Soundtrack)","100521569"
"911 (Remix)","100516690"
"Farbenspiel","100456962"
"A Beautiful Disaster","100443327"
"Feel Good (feat. Daya)","100355300"
"How High","100326838"
"Tío Rico","100321308"
"Guaya","100271218"
"Formentera","100177252"
"Awaara (Original Motion Picture Soundtrack)","100138072"
"Surfer Rosa","100043781"
"Tu Amor O Tu Desprecio","100036790"
"Capital Inicial Acústico NYC (Ao Vivo) [Deluxe]","99966770"
"Otra Vida","99907167"
"Corazón Profundo (Versión Deluxe)","99879151"
"Some Gave All","99869043"
"Music From Baz Luhrmann's Film The Great Gatsby","99809057"
"Stay on These Roads","99802850"
"El Fenomeno","99776202"
"Come What(ever) May [10th Anniversary Edition]","99767917"
"Mi Vicio Más Grande","99663132"
"De Menor a Mayor","99532669"
"HERO (Deluxe Edition)","99489424"
"Mi Vida Sin Tu Amor","99277695"
"Only Jesus","99261032"
"Poison Ou Antidote","99211996"
"Los Rayos","99198193"
